delta_x,delta_y,delta_z,acc_x,acc_y,acc_z,pot_x,pot_y,pot_z
0.656698,0.579668,0.153744,1484.9,-1986.79,-4555.02,-31782.3,42524.6,97494.3
0.913042,0.476096,0.613138,5428.51,-1315.42,352.7,-58256.7,14116.6,-3785.04
0.462618,0.957463,0.91994,-25.8839,4283.77,3807.09,185.653,-30725.4,-27306.5
0.566646,0.563106,0.30446,803.286,-1206.68,-1598.52,-32765,49218.9,65201.5
0.913558,0.0480662,0.0337203,2169.95,-3193.05,-2740.88,-10394.6,15295.5,13129.5
0.823286,0.348963,0.374492,3821.48,-2184.4,-2618.11,-59986.5,34288.9,41097
0.521899,0.0511985,0.741173,338.688,-4971.43,2454.78,-3478.17,51054.3,-25209.4
0.503228,0.29549,0.823639,968.53,-3686.3,2929.76,-25606.2,97459.4,-77457.8
0.993269,0.907227,0.569906,4633.53,2151.05,1555.86,-24438.3,-11345.1,-8205.96
0.675543,0.723543,0.0397207,-1325.89,1252.1,-5892.9,15825.4,-14944.6,70335.7
0.912552,0.000652287,0.0749676,1378.14,-3920.65,-1648.11,-8058.38,22925.1,9636.97
0.326993,0.672557,0.285764,-2995.11,-123.861,-1155.23,94448,3905.84,36429.2
0.328853,0.587882,0.765364,-577.727,-531.435,3325.2,14751.7,13569.7,-84905.5
0.16661,0.715568,0.519911,-5238.75,1384.15,1411.51,72508.4,-19157.7,-19536.5
0.870787,0.549245,0.876718,2876.38,1935.5,2617.81,-37767.5,-25413.4,-34372.4
0.671691,0.440164,0.834028,1678.78,710.999,4033.45,-29179.3,-12358,-70106.2
0.79611,0.885011,0.00148101,1266.86,4382.68,-6014.65,-9053.62,-31320.7,42983.5
0.0697572,0.933732,0.813535,-4059.63,3385.74,1938.49,26923.6,-22454.3,-12856.1
0.116717,0.50067,0.351351,-5492.1,1385.43,-2110.74,74256.1,-18731.7,28538.3
0.287747,0.0818348,0.145437,632.781,-3580.15,-3026.85,-8239.62,46618.1,39413.4
0.610342,0.496339,0.250507,1369.02,-1537.13,-422.4,-79451.8,89208.4,24514.2
0.278509,0.644507,0.404794,-1718.37,586.165,116.631,95232.4,-32485.4,-6463.71
0.364892,0.634198,0.775002,-715.737,357.836,2489.23,22134.7,-11066.4,-76981.4
0.765379,0.670066,0.750612,1450.56,1926.16,1779.79,-38615.7,-51276.6,-47380.1
0.743301,0.539097,0.674658,2440.53,1159.82,362.572,-93001.8,-44197.5,-13816.6
0.562345,0.865183,0.980892,562.086,2041.19,5739.62,-3410.86,-12386.4,-34829.2
0.326196,0.36868,0.337006,-3107.98,-1968.41,-1687.15,78068.5,49444,42378.9
0.263068,0.611479,0.415372,-2281.24,1520.36,-151.727,100180,-66766.3,6663.06
0.0683806,0.432123,0.121471,-4477.95,969.902,-2318.76,56900,-12324.3,29463.8
0.813127,0.245202,0.535207,3854.67,-2487.29,-231.801,-62992.2,40646.8,3788.05
0.129189,0.136828,0.430909,-2485.63,-3252.92,-1586.21,43566.4,57014.9,27802
0.529453,0.049839,0.275946,831.116,-4777.32,-122.98,-9512.84,54680.6,1407.61
0.858526,0.951478,0.714109,2550.69,4344.14,2095.92,-17959.6,-30587.3,-14757.5
0.917467,0.996735,0.0447364,2608.16,4188.23,-3369.73,-16260.9,-26112,21009
0.915931,0.715171,0.341349,5366.98,3418.03,-2359.27,-57624.2,-36698.7,25331
0.508593,0.395017,0.17104,104.672,-2357,-4015.04,-2235.92,50348.5,85766.2
0.454613,0.0202807,0.452238,-166.121,-6099.09,-1577.57,1216.84,44675.8,11555.7
0.602401,0.241065,0.573587,1882.11,-3807.13,-634.606,-43913,88826.9,14806.5
0.92799,0.733906,0.54162,5533.69,1601.39,413.024,-60209.5,-17424,-4493.92
0.787375,0.989535,0.517409,1480.35,5281.61,825.445,-9596.29,-34237.7,-5350.9
0.967974,0.977598,0.80682,2530.07,2827.81,1550.91,-14045.3,-15698.2,-8609.65
0.223576,0.321756,0.116863,-3299.1,-2541.64,-4315.94,34255.3,26390.4,44813.3
0.134651,0.409915,0.493866,-3527.06,845.935,-865.621,67157.2,-16107.1,16481.9
0.593446,0.309983,0.206688,1107.57,-1863.39,-1592.58,-35048.3,58965.9,50396.2
0.957978,0.135773,0.0436933,2988.68,-1877.81,-2974.29,-8883.41,5581.5,8840.63
0.0934359,0.356682,0.125562,-4645.24,-1442.43,-4146.14,55205.5,17142.3,49274
0.0487041,0.675959,0.35131,-5337.09,552.528,-691.44,26856.9,-2780.39,3479.41
0.965041,0.588946,0.316297,6216.86,639.212,-1623.83,-35511.3,-3651.24,9275.47
0.445644,0.934167,0.305422,318.798,4428.12,-943.941,-3792.98,-52684.7,11230.8
0.399363,0.848506,0.104687,1388.4,2672.89,-4416.48,-18833.4,-36257.4,59908.8
0.783382,0.924002,0.923616,1945,4025.59,3422.9,-11491.5,-23784.2,-20223.3
0.414,0.399837,0.518396,1169.66,647.806,695.23,-80578.9,-44628.1,-47895.1
0.598635,0.638561,0.679483,558.237,1884.89,-782.658,-31075.4,-104926,43568.2
0.214257,0.0643258,0.328507,-297.167,-5504.75,-633.543,3796.89,70334,8094.74
0.846631,0.603957,0.444157,5983.39,1887.48,-1110.14,-77155,-24338.8,14315.1
0.455922,0.0276771,0.00929977,-170.8,-3083.21,-3640.94,996.639,17990.9,21245.3
0.920625,0.830893,0.866406,3681.16,2340.94,2170.14,-24492.2,-15575.1,-14438.7
0.88426,0.530425,0.406029,5527.95,1105.23,-2009.41,-73802.5,-14755.7,26827.3
0.587496,0.514104,0.630705,689.055,91.7919,-285.445,-68667.2,-9147.45,28445.9
0.730668,0.840088,0.286424,1881.91,2085.92,-96.0155,-47136.5,-52246.4,2404.91
0.732213,0.0999748,0.0185992,1628.5,-1620.87,-4362.01,-12739.8,12680.1,34124
0.406928,0.580092,0.243208,-959.139,1229.55,-1952.56,48601.7,-62303.9,98940.4
0.797651,0.50963,0.971853,145.752,314.607,6259.59,-942.179,-2033.7,-40463.6
0.765522,0.836239,0.829682,3745.73,2562.16,3052.84,-47836.8,-32721.4,-38988
0.546932,0.550568,0.428864,32.5779,-1495.71,562.362,-1773.65,81431.5,-30616.8
0.832153,0.929821,0.0800888,1103.52,4763.61,-4456.77,-11218.5,-48427.4,45308
0.160614,0.739466,0.0627475,-4298.49,383.421,-3809.09,27574.4,-2459.62,24435
0.0318356,0.699383,0.770369,-5449.19,981.888,993.961,44093.1,-7945.14,-8042.83
0.647871,0.71014,0.012719,-623.545,2108.92,-6010.67,6599.45,-22320.3,63615.5
0.955126,0.479967,0.049878,4706.86,276.232,-3014.63,-28756,-1687.61,18417.5
0.273643,0.723387,0.697537,-1405.92,2318.31,1064.07,38400.3,-63320.6,-29063.3
0.652541,0.574589,0.413805,1007.03,-977.855,452.832,-52454.4,50934.5,-23587.1
0.0438609,0.183347,0.703291,-4010.51,-951.542,1228.17,44165.2,10478.7,-13525.1
0.62615,0.305581,0.497584,387.711,-1110.64,-3308.23,-12246.4,35081.2,104495
0.38245,0.720552,0.376434,-0.0131472,2035.5,976.605,0.597251,-92468.8,-44365.2
0.867745,0.0379266,0.512304,1820.29,-4588.93,-930.039,-15942.2,40190.3,8145.36
0.276141,0.445379,0.0877974,-1833.92,1378.14,-5909.68,23001.1,-17284.6,74119.3
0.607251,0.999148,0.296329,528.832,5733.71,-1327.42,-3613.87,-39182.4,9071.19
0.161177,0.443408,0.907449,-2121.67,575.823,3374.49,10869.8,-2950.08,-17288.3
0.304663,0.918276,0.15247,-1363.09,3956.03,-4270.91,18287.9,-53076,57300.6
0.246677,0.300387,0.471512,-1765.37,-1896.37,-1623.92,61994.2,66594.5,57027
0.559888,0.870087,0.970454,481.19,1706.92,6279.06,-4001.29,-14193.7,-52212.9
0.358608,0.320972,0.0266762,-493.403,-2182.98,-5785.5,3866.64,17107.4,45339.2
0.1324,0.181941,0.097064,-2913.95,-2530.64,-3801.04,20099.1,17455.2,26217.8
0.428459,0.393152,0.988616,-1070.34,-697.564,7439.23,10792.8,7033.95,-75014.2
0.160535,0.0831386,0.516755,-2227.27,-5736.8,-7.80473,25524.6,65743.8,89.4423
0.996452,0.264674,0.100165,4873.58,140.883,-1675.33,-44152.9,-1276.35,15177.9
0.416558,0.883485,0.85611,529.69,2760.38,3076.37,-6719.83,-35019.1,-39027.9
0.600221,0.619884,0.0227816,-497.141,-693.556,-6420.66,4927.48,6874.27,63639.2
0.35424,0.177902,0.26517,338.987,-2444.32,-1052.85,-8121.25,58559.6,25223.6
0.447516,0.219301,0.718563,-120.347,-3889.85,2063.65,3067.7,99154.4,-52603.6
0.37604,0.304719,0.998433,-1365.92,-2311.69,6707.93,9802.27,16589.4,-48138.3
0.0470188,0.0488634,0.457347,-3541.62,-4516.71,139.021,19374.8,24709.1,-760.528
0.71432,0.885942,0.310737,1947.57,3873.42,-1489.51,-30716.6,-61090.8,23492.2
0.122456,0.335827,0.44131,-2896.63,-328.439,396.327,119394,13537.7,-16335.9
0.763461,0.148865,0.619811,206.35,-4345.66,1015.14,-3852.82,81139.3,-18953.9
0.269448,0.623018,0.578219,-1614.71,1070.26,-276.205,58589.3,-38834.1,10022
0.813231,0.663491,0.363174,3341.02,2170.35,-868.852,-71653,-46546.3,18633.8
0.308519,0.339801,0.701175,-1640,-1080.48,2337.36,46049,30338.4,-65630.1
0.347862,0.608129,0.30312,-880.216,1374.68,-1267.37,42385.9,-66196.3,61029
0.0676585,0.11627,0.641714,-4543.59,-5632.81,-1581.63,42987,53292.2,14963.8
0.907181,0.447032,0.760225,5549.04,-973.865,866.878,-119468,20966.8,-18663.4
0.743718,0.644591,0.0393331,2177.55,-2202.35,-5969.51,-25733.7,26026.8,70546
0.348348,0.443032,0.664384,-786.062,1088.13,2091.52,37203.5,-51500,-98989.2
0.315061,0.330673,0.648108,-75.2654,-1206.51,3023.94,2209.08,35411.9,-88754.3
0.31825,0.766054,0.876918,-2594.66,1282.74,5212.17,25227,-12471.6,-50676.2
0.178167,0.313937,0.317128,-2055.27,-2573.47,-658.33,49646.7,62164.5,15902.5
0.748183,0.958183,0.276758,2138.1,5063.54,-1200.34,-18785.5,-44488.7,10546.3
0.725014,0.810844,0.599853,2037.13,3770.29,807.335,-42060.4,-77844.7,-16669
0.228324,0.468257,0.0318918,-1262.43,1181.14,-6183.04,7430,-6951.56,36390.1
